ab-Eva;ab-Jasmijn;ab-Mads;ab-Koen;ab-Nicco;ab-model;flLT-AF;flLT-CE;flLT-HA;flLT-HP;flLT-FA;flLT-AT;flRT-FA;flRT-AT;flRT-AF;flRT-CE;flRT-HA;flRT-HP
0,703129411;0,46873793;0,513615131;0,357759446;0,19781448;0,21951741;;;;;;;;;;;;
0,70194751;0,46663323;0,511900902;0,3558788;0,196838856;0,2179396;;;;;;;;;;;;
0,697911799;0,462798327;0,507543266;0,352611959;0,195104942;0,215587869;;;;;;;;;;;;
0,695007682;0,460134029;0,505103946;0,349869579;0,193404079;0,214084804;;;;;;;;;;;;
0,692111075;0,456781179;0,501578867;0,346831352;0,191555917;0,212075412;;;;;;;;;;;;
0,689152598;0,452753216;0,4980492;0,34365797;0,189324141;0,209465921;;;;;;;;;;;;
0,685840368;0,450986356;0,495602459;0,340387255;0,187799826;0,207904592;;;;;;;;;;;;
0,682130516;0,447439849;0,492194861;0,337346166;0,185434729;0,205327317;;;;;;;;;;;;
0,677163899;0,444116175;0,488634497;0,333601236;0,183066592;0,202905536;;;;;;;;;;;;
0,673746944;0,440879703;0,485173762;0,330145538;0,180859774;0,200388715;;;;;;;;;;;;
0,670329213;0,437283158;0,481691361;0,327007353;0,178846851;0,197567374;;;;;;;;;;;;
0,665408373;0,433388442;0,477588028;0,322524011;0,176308826;0,194945872;;;;;;;;;;;;
0,660676479;0,430430472;0,473931611;0,318816721;0,173663974;0,192233697;;;;;;;;;;;;
0,656161308;0,425210446;0,468117058;0,314671785;0,171553522;0,189498544;;;;;;;;;;;;
0,651240349;0,421927065;0,464872301;0,310982913;0,169636384;0,186696827;;;;;;;;;;;;
0,646529496;0,418407589;0,460371435;0,30688405;0,167155385;0,183443531;;;;;;;;;;;;
0,64104867;0,414575785;0,456286252;0,303304195;0,164474681;0,180960521;;;;;;;;;;;;
0,636761367;0,410426587;0,451094359;0,298849315;0,162745103;0,177564114;;;;;;;;;;;;
0,631974995;0,406847805;0,447493702;0,295260549;0,159935296;0,174830362;;;;;;;;;;;;
0,627369165;0,403660446;0,442815512;0,291034281;0,158387378;0,172730595;;;;;;;;;;;;
0,622601152;0,399280667;0,438732594;0,287086785;0,155825898;0,169572428;;;;;;;;;;;;
0,617770135;0,395784915;0,434287667;0,283413172;0,15361014;0,16722244;;;;;;;;;;;;
0,611971617;0,39201209;0,429499388;0,279024273;0,150923565;0,164175376;;;;;;;;;;;;
0,608572304;0,389083952;0,425559342;0,27542907;0,148640245;0,160900682;;;;;;;;;;;;
0,602595568;0,38597545;0,421042442;0,271836549;0,146354944;0,158276483;;;;;;;;;;;;
0,59888041;0,382342488;0,417239726;0,268169075;0,145097882;0,156013683;;;;;;;;;;;;
0,594578147;0,379441559;0,413228244;0,264918536;0,14282769;0,153519154;;;;;;;;;;;;
0,590107918;0,376452863;0,409341067;0,261357129;0,141050011;0,151365399;;;;;;;;;;;;
0,586560905;0,374141336;0,405924946;0,258681178;0,139746964;0,148770899;;;;;;;;;;;;
0,582872689;0,371155739;0,402517289;0,255319119;0,137759551;0,146963015;;;;;;;;;;;;
0,57919246;0,368248731;0,399003595;0,252107501;0,136578068;0,144933671;;;;;;;;;;;;
0,575449467;0,365448892;0,394937486;0,249548644;0,134774461;0,142795891;;;;;;;;;;;;
0,572442651;0,363697588;0,393167794;0,247182027;0,133963421;0,140835464;;;;;;;;;;;;
0,569973528;0,361731738;0,390343159;0,244772241;0,132180333;0,139002651;;;;;;;;;;;;
0,567491233;0,359755516;0,387866497;0,242700264;0,131750152;0,13732253;;;;;;;;;;;;
0,5637936;0,357457429;0,385961324;0,240636021;0,130144626;0,135187164;;;;;;;;;;;;
0,5623312;0,35577938;0,38331148;0,238884792;0,129270911;0,134159491;;;;;;;;;;;;
0,559869826;0,353554785;0,38173756;0,236720488;0,128776476;0,132880449;;;;;;;;;;;;
0,558234632;0,352430403;0,380547136;0,23580268;0,128262684;0,131794885;;;;;;;;;;;;
0,55682832;0,350837499;0,37903291;0,233945936;0,127525523;0,130829528;;;;;;;;;;;;
0,555036128;0,348823011;0,378001124;0,233097374;0,127287582;0,129476592;;;;;;;;;;;;
0,553901136;0,347636342;0,377219945;0,232373014;0,126450896;0,128935367;;;;;;;;;;;;
0,552321672;0,346202612;0,376123369;0,231211141;0,126282916;0,127979115;;;;;;;;;;;;
0,551179171;0,344086647;0,374965936;0,229937196;0,125267789;0,12676917;;;;;;;;;;;;
0,549764633;0,343165785;0,373823136;0,229137704;0,125495434;0,126079038;;;;;;;;;;;;
0,548614144;0,341719151;0,373843163;0,228805706;0,124940947;0,125410467;;;;;;;;;;;;
0,547222197;0,339974433;0,373046488;0,22785975;0,124887176;0,125106648;;;;;;;;;;;;
0,545976281;0,338791132;0,372309029;0,226920873;0,124231316;0,124048829;;;;;;;;;;;;
0,545004964;0,337312281;0,371784002;0,226392582;0,124063261;0,123231381;;;;;;;;;;;;
0,543263674;0,336187005;0,37119782;0,22541219;0,123327725;0,123050585;;;;;;;;;;;;
0,541942596;0,334503412;0,370093972;0,224605784;0,123261705;0,121918775;;;;;;;;;;;;
0,539705217;0,332988203;0,369208366;0,223918706;0,122725822;0,121095263;;;;;;;;;;;;
0,537234306;0,330980212;0,368271589;0,22267507;0,121914007;0,120839305;;;;;;;;;;;;
0,535061538;0,328825891;0,366399169;0,221788719;0,121260122;0,120010264;;;;;;;;;;;;
0,532835543;0,326853216;0,365109086;0,220718563;0,120424911;0,119066298;;;;;;;;;;;;
0,529872894;0,324557364;0,363400668;0,219278112;0,11981225;0,118255653;;;;;;;;;;;;
0,526360691;0,322008461;0,361042827;0,21734044;0,119034872;0,117179714;;;;;;;;;;;;
0,522127092;0,319091082;0,35858193;0,215488881;0,11804077;0,116163939;;;;;;;;;;;;
0,518795133;0,316746682;0,356467277;0,213810399;0,116475776;0,114950195;;;;;;;;;;;;
0,51455617;0,313407689;0,353397638;0,211617664;0,115667917;0,114216141;;;;;;;;;;;;
0,510211349;0,310472727;0,350021154;0,209461808;0,114248976;0,112666123;;;;;;;;;;;;
0,505017996;0,307336927;0,347164601;0,207230195;0,113060914;0,111580499;;;;;;;;;;;;
0,500064373;0,303687543;0,343455851;0,204214379;0,111617185;0,110325582;;;;;;;;;;;;
0,495054007;0,300870985;0,340479016;0,201905698;0,109908626;0,108611509;;;;;;;;;;;;
0,489634961;0,297438711;0,337108582;0,199247107;0,10870523;0,107535832;;;;;;;;;;;;
0,483344585;0,294244409;0,334055692;0,196625695;0,107087158;0,106304005;;;;;;;;;;;;
0,478625357;0,291197181;0,33034116;0,194212109;0,106263235;0,105622113;;;;;;;;;;;;
0,472872764;0,287571669;0,326835513;0,191100597;0,10431432;0,10397429;;;;;;;;;;;;
0,466699839;0,284023911;0,323003054;0,188104019;0,102665111;0,102190852;;;;;;;;;;;;
0,461492121;0,281279534;0,31987682;0,18553862;0,101570584;0,101197235;;;;;;;;;;;;
0,455981106;0,27807194;0,315718949;0,182863861;0,099983096;0,099615864;;;;;;;;;;;;
0,450112611;0,274986237;0,311968207;0,179528981;0,09912248;0,098648034;;;;;;;;;;;;
0,444778025;0,271843076;0,308880866;0,177216023;0,09776894;0,097657427;;;;;;;;;;;;
0,439168453;0,268721193;0,305218756;0,174621582;0,096534178;0,096877135;;;;;;;;;;;;
0,434119016;0,26628378;0,302224368;0,17208077;0,094516374;0,095042601;;;;;;;;;;;;
0,428846419;0,263520509;0,299107254;0,169639319;0,093727946;0,094121255;;;;;;;;;;;;
0,423616886;0,260954291;0,295815319;0,167270958;0,092614062;0,092900172;;;;;;;;;;;;
0,418690503;0,258214623;0,292460859;0,164997742;0,091593921;0,092097037;;;;;;;;;;;;
0,414080113;0,255209684;0,289407134;0,162751168;0,090024561;0,091046572;;;;;;;;;;;;
0,409849137;0,253306121;0,28647694;0,160421759;0,089267768;0,090229742;;;;;;;;;;;;
0,404288054;0,250286967;0,283615261;0,157926634;0,088033438;0,089328811;;;;;;;;;;;;
0,400794208;0,248637587;0,280826598;0,156302318;0,08692655;0,088520512;;;;;;;;;;;;
0,39624697;0,24572672;0,278041065;0,154052258;0,086022943;0,087540708;;;;;;;;;;;;
0,391833037;0,243739352;0,27507782;0,151936889;0,085180067;0,086616643;;;;;;;;;;;;
0,388097465;0,241787046;0,273136973;0,150485098;0,084103324;0,085795164;;;;;;;;;;;;
0,384502113;0,239758104;0,270340502;0,148818567;0,083450869;0,085627563;;;;;;;;;;;;
0,3809129;0,237752453;0,268151611;0,146992788;0,082455263;0,084346905;;;;;;;;;;;;
0,377491057;0,235910162;0,266140014;0,145832509;0,081588693;0,083791308;;;;;;;;;;;;
0,374847055;0,234127417;0,264126122;0,144542828;0,080806598;0,083173931;;;;;;;;;;;;
0,372239977;0,232616052;0,262109757;0,143330678;0,080207616;0,082897134;;;;;;;;;;;;
0,369443893;0,230845317;0,260116607;0,14182356;0,07946679;0,082338631;;;;;;;;;;;;
0,367378861;0,229622379;0,25903073;0,141191691;0,078887932;0,081664324;;;;;;;;;;;;
0,36523965;0,228723988;0,257362574;0,140308648;0,078423694;0,081576325;;;;;;;;;;;;
0,363634139;0,227917761;0,256020635;0,139453724;0,077870257;0,081145808;;;;;;;;;;;;
0,361607671;0,226580173;0,254665166;0,138260901;0,078228541;0,081417806;;;;;;;;;;;;
0,360752016;0,225977212;0,254114509;0,138133645;0,077343293;0,080447406;;;;;;;;;;;;
0,35899654;0,224824965;0,253085077;0,136993408;0,077387467;0,080844767;;;;;;;;;;;;
0,357993901;0,224389479;0,251894385;0,136891142;0,077008955;0,08055231;;;;;;;;;;;;
0,357519358;0,22431241;0,251552135;0,13635619;0,07634256;0,080161661;;;;;;;;;;;;
0,356392056;0,223254234;0,250649452;0,13610974;0,076396383;0,080053918;;;;;;;;;;;;
0,355365962;0,222786248;0,250187814;0,135940895;0,076327406;0,080007486;;;;;;;;;;;;
0,355895847;0,222709045;0,249912217;0,135899156;0,075863861;0,08001402;;;;;;;;;;;;
0,355428338;0,222632885;0,249842778;0,135686085;0,07599508;0,079426259;;;;;;;;;;;;
0,355366409;0,222257152;0,249512777;0,135733813;0,076255448;0,07962805;;;;;;;;;;;;
0,35496825;0,221947759;0,249551043;0,135144338;0,075873941;0,079252116;;;;;;;;;;;;
0,354514152;0,221633852;0,248871133;0,135172755;0,075762704;0,079668224;;;;;;;;;;;;
0,354543358;0,221895635;0,248966053;0,135540843;0,075178631;0,079229005;;;;;;;;;;;;
0,355091065;0,222017199;0,249181896;0,135655344;0,075412422;0,079154141;;;;;;;;;;;;
0,35542506;0,221889898;0,249378994;0,135650948;0,075785168;0,079510152;;;;;;;;;;;;
0,354689568;0,222001448;0,249013856;0,135371566;0,075878322;0,079141311;;;;;;;;;;;;
0,355046272;0,22197257;0,249387413;0,135305643;0,075727537;0,079493053;;;;;;;;;;;;
0,355560809;0,221638203;0,249214053;0,135382697;0,075910352;0,079270758;;;;;;;;;;;;
0,354789764;0,221626729;0,24901624;0,135060877;0,075429641;0,079086274;;;;;;;;;;;;
0,355240047;0,221686065;0,248995811;0,135267705;0,075083137;0,079282038;;;;;;;;;;;;
0,355332762;0,221663043;0,249681473;0,135321647;0,0751068;0,078835286;;;;;;;;;;;;
0,354868978;0,220956534;0,248824954;0,134856239;0,075408362;0,07912156;;;;;;;;;;;;
0,355056167;0,221158207;0,248932749;0,134695664;0,075553797;0,079112925;;;;;;;;;;;;
0,354658693;0,22092253;0,248465642;0,134883106;0,075326853;0,079110935;;;;;;;;;;;;
0,35462001;0,220735207;0,248066932;0,134618551;0,075593844;0,07898467;;;;;;;;;;;;
0,354495704;0,220157102;0,248179317;0,134428546;0,074943393;0,078262545;;;;;;;;;;;;
0,354119927;0,220291808;0,248169512;0,134470806;0,075055167;0,078246303;;;;;;;;;;;;
0,353468269;0,219722241;0,247630179;0,133944213;0,075348318;0,07833685;;;;;;;;;;;;
0,353473187;0,219331086;0,247386321;0,133862883;0,074757114;0,077769868;;;;;;;;;;;;
0,352566809;0,218494594;0,246689007;0,133324355;0,07464505;0,07783059;;;;;;;;;;;;
0,351592273;0,217833072;0,245381624;0,132798865;0,07440903;0,077442534;;;;;;;;;;;;
0,351406157;0,217885047;0,245827138;0,13271752;0,074445039;0,077165283;;;;;;;;;;;;
0,350931436;0,217839956;0,244687006;0,13239409;0,073919229;0,077110589;;;;;;;;;;;;
0,349344045;0,217004925;0,244653493;0,131858781;0,073824286;0,077015691;;;;;;;;;;;;
0,348687917;0,216337219;0,243741438;0,131366298;0,073510028;0,076468058;;;;;;;;;;;;
0,348422468;0,215313584;0,243152931;0,131030366;0,073170207;0,07607881;;;;;;;;;;;;
0,346570879;0,214424729;0,242170751;0,129430741;0,07307227;0,07584472;;;;;;;;;;;;
0,345726967;0,213993743;0,241054371;0,129585773;0,072717361;0,075401738;;;;;;;;;;;;
0,345328897;0,213427842;0,240681782;0,129236564;0,072258018;0,075191341;;;;;;;;;;;;
0,343862176;0,212483764;0,239716381;0,12835528;0,071987972;0,074911468;;;;;;;;;;;;
0,342590749;0,211580083;0,238695696;0,127786085;0,07148274;0,074506156;;;;;;;;;;;;
0,341750681;0,21053268;0,237939969;0,126981065;0,071532182;0,074648373;;;;;;;;;;;;
0,340163559;0,210257947;0,236935601;0,126388624;0,070744082;0,073949739;;;;;;;;;;;;
0,338880777;0,209197938;0,235927671;0,125491872;0,070724674;0,073207155;;;;;;;;;;;;
0,337853104;0,208229646;0,234847873;0,125004381;0,070105083;0,072776742;;;;;;;;;;;;
0,336456537;0,206955642;0,233850315;0,124228455;0,070291266;0,072993807;;;;;;;;;;;;
0,335125148;0,206166476;0,233375296;0,123541489;0,069634423;0,072224453;;;;;;;;;;;;
0,333845913;0,204954639;0,231401578;0,122212268;0,069345318;0,071252607;;;;;;;;;;;;
0,332588345;0,204854682;0,230979979;0,122066014;0,068615258;0,07108546;;;;;;;;;;;;
0,330909342;0,203153879;0,229041189;0,121168688;0,068753317;0,070680201;;;;;;;;;;;;
0,329878509;0,202518046;0,22881943;0,120380372;0,068193249;0,070077524;;;;;;;;;;;;
0,328564346;0,201677635;0,227868095;0,11960692;0,067849413;0,070081353;;;;;;;;;;;;
0,327549398;0,200986028;0,226524219;0,119209953;0,067336179;0,069719978;;;;;;;;;;;;
0,326694757;0,200368598;0,225891724;0,118516177;0,067499593;0,068897657;;;;;;;;;;;;
0,3244268;0,198857144;0,224617675;0,117120355;0,066997856;0,06853693;;;;;;;;;;;;
0,324324399;0,198788449;0,223651633;0,117025822;0,066613927;0,067853436;;;;;;;;;;;;
0,322615534;0,197477952;0,222937733;0,116256893;0,066376917;0,067698516;;;;;;;;;;;;
0,321284294;0,19667834;0,221837685;0,114879064;0,065920345;0,067462884;;;;;;;;;;;;
0,319858253;0,195195586;0,220856801;0,11438784;0,065922454;0,06673912;;;;;;;;;;;;
0,318949789;0,194905251;0,219960496;0,113821141;0,065020032;0,066374384;;;;;;;;;;;;
0,317767888;0,194293723;0,219171032;0,113411568;0,065216348;0,065888681;;;;;;;;;;;;
0,316901416;0,193352312;0,218249917;0,112518981;0,06464652;0,065512978;;;;;;;;;;;;
0,315757901;0,192856655;0,217527628;0,112188593;0,064566828;0,065108046;;;;;;;;;;;;
0,314897716;0,191622064;0,216871917;0,111295067;0,064197287;0,064618558;;;;;;;;;;;;
0,313710958;0,191096216;0,215436548;0,110747144;0,063829608;0,064173333;;;;;;;;;;;;
0,313144267;0,190955788;0,215259656;0,110113382;0,063487388;0,064180002;;;;;;;;;;;;
0,311822683;0,190264747;0,214309424;0,109985948;0,063344672;0,063669041;;;;;;;;;;;;
0,31019786;0,189471841;0,213146791;0,108880214;0,063336678;0,063357703;;;;;;;;;;;;
0,309033245;0,188274771;0,212559894;0,108030878;0,062819086;0,063128486;;;;;;;;;;;;
0,308074147;0,187655255;0,211539626;0,107683316;0,062520191;0,062835567;;;;;;;;;;;;
0,30748719;0,187006742;0,211376444;0,10731674;0,062377114;0,06240413;;;;;;;;;;;;
0,306099951;0,186609313;0,210477755;0,106682964;0,062040269;0,062088467;;;;;;;;;;;;
0,305212349;0,185635254;0,209211856;0,105893798;0,061781272;0,061660305;;;;;;;;;;;;
0,304730892;0,185293645;0,209652513;0,105859742;0,061564576;0,061539102;;;;;;;;;;;;
0,303497315;0,18480815;0,208640873;0,105237313;0,061502419;0,061392173;;;;;;;;;;;;
0,303213775;0,184190497;0,208156347;0,104876787;0,061615884;0,061101232;;;;;;;;;;;;
0,302128792;0,183960438;0,20776403;0,104580343;0,061009854;0,060939793;;;;;;;;;;;;
0,301343471;0,183540821;0,206744999;0,104056977;0,061110049;0,060592487;;;;;;;;;;;;
0,300736398;0,183232591;0,206525743;0,103706233;0,060654931;0,060257677;;;;;;;;;;;;
0,299731731;0,18273145;0,20596458;0,103205718;0,060816202;0,060323317;;;;;;;;;;;;
0,299493641;0,182495341;0,205811322;0,103156179;0,060458489;0,059879892;;;;;;;;;;;;
0,298386097;0,181629986;0,205181405;0,1025052;0,060289677;0,059649263;;;;;;;;;;;;
0,297714621;0,181575686;0,205052093;0,102671407;0,060403451;0,059485663;;;;;;;;;;;;
0,296866328;0,181127876;0,20459874;0,102327682;0,059888717;0,05938495;;;;;;;;;;;;
0,296311021;0,180644587;0,203914598;0,101710364;0,060171295;0,059376877;;;;;;;;;;;;
0,295799881;0,180612057;0,203858256;0,101408944;0,059972011;0,059256192;;;;;;;;;;;;
0,294926107;0,180313736;0,202864274;0,101054028;0,059549849;0,058875721;;;;;;;;;;;;
0,294517607;0,180515826;0,203320041;0,101388775;0,059598334;0,058609713;;;;;;;;;;;;
0,293859959;0,179689556;0,202489659;0,10055352;0,059324764;0,058459923;;;;;;;;;;;;
0,293471187;0,179449305;0,202333465;0,100509733;0,059174638;0,058579229;;;;;;;;;;;;
0,292599559;0,179278418;0,20184125;0,100424029;0,059337109;0,058635697;;;;;;;;;;;;
0,291875005;0,178687528;0,20156464;0,099675387;0,058874268;0,057875551;;;;;;;;;;;;
0,291129708;0,177702874;0,200617835;0,099015877;0,058761902;0,058167327;;;;;;;;;;;;
0,29034707;0,177728996;0,200719982;0,099192962;0,059157789;0,058552984;;;;;;;;;;;;
0,289836466;0,177975699;0,200962469;0,099003948;0,058297567;0,058092128;;;;;;;;;;;;
0,288990349;0,177558973;0,199657142;0,098776147;0,05844529;0,057983071;;;;;;;;;;;;
0,288115025;0,177046984;0,198996782;0,09808173;0,058367383;0,057810489;;;;;;;;;;;;
0,287649781;0,177011773;0,198961243;0,098614186;0,058084704;0,057270817;;;;;;;;;;;;
0,287095338;0,176199988;0,198594555;0,097641483;0,057933345;0,057501603;;;;;;;;;;;;
0,285823643;0,175779328;0,19776696;0,097384334;0,058145043;0,057558019;;;;;;;;;;;;
0,285058558;0,175687924;0,197935939;0,096847594;0,057533756;0,057439107;;;;;;;;;;;;
0,284606457;0,174925298;0,197105065;0,09708254;0,057944704;0,057603359;;;;;;;;;;;;
0,284065783;0,1744508;0,196806446;0,097129896;0,057546847;0,0574059;;;;;;;;;;;;
0,282508403;0,173465401;0,196094647;0,096004389;0,057299759;0,057043072;;;;;;;;;;;;
0,282031119;0,17304638;0,19515042;0,095329605;0,056867585;0,056750398;;;;;;;;;;;;
0,280569047;0,173057526;0,195105523;0,095223032;0,056875642;0,056855105;;;;;;;;;;;;
0,280306011;0,172748894;0,194398806;0,094975494;0,056614693;0,056335684;;;;;;;;;;;;
0,278893471;0,171926379;0,19329378;0,094543949;0,056299791;0,056039542;;;;;;;;;;;;
0,278104216;0,171393827;0,193185732;0,094593354;0,056253735;0,056055769;;;;;;;;;;;;
0,276831716;0,170584947;0,191940263;0,093240969;0,055951815;0,055929054;;;;;;;;;;;;
0,276227176;0,169989049;0,191724688;0,093262084;0,05609677;0,055842411;;;;;;;;;;;;
0,274640679;0,169450149;0,191130132;0,092861377;0,055605382;0,055014905;;;;;;;;;;;;
0,274107814;0,16950044;0,190839484;0,092826471;0,055288211;0,055615943;;;;;;;;;;;;
0,272535414;0,168317333;0,189339161;0,091947556;0,055530921;0,055679649;;;;;;;;;;;;
0,271589965;0,167873457;0,189096183;0,091903888;0,054763965;0,054758299;;;;;;;;;;;;
0,269824565;0,166075647;0,187537387;0,090069726;0,054296203;0,054555818;;;;;;;;;;;;
0,269589394;0,16615507;0,187191933;0,089997172;0,054538298;0,054439694;;;;;;;;;;;;
0,268170178;0,165803626;0,18641068;0,089852005;0,05389332;0,053986378;;;;;;;;;;;;
0,266837001;0,164633289;0,185622543;0,089078896;0,054141175;0,053928342;;;;;;;;;;;;
0,265980899;0,164954066;0,185479373;0,088936865;0,053613041;0,053467095;;;;;;;;;;;;
0,264515281;0,163264394;0,184037387;0,088153131;0,053370375;0,053267762;;;;;;;;;;;;
0,263392746;0,163026393;0,183400258;0,087632202;0,05296417;0,052766908;;;;;;;;;;;;
0,261753708;0,162268221;0,182313174;0,087241746;0,052599803;0,05248598;;;;;;;;;;;;
0,2606996;0,16160506;0,181066796;0,086326748;0,052581396;0,052374642;;;;;;;;;;;;
0,260069639;0,161070526;0,180952787;0,086132139;0,05232859;0,052508589;;;;;;;;;;;;
0,258377314;0,159770727;0,179775268;0,085510358;0,051974587;0,052048966;;;;;;;;;;;;
0,257176787;0,159017488;0,179258511;0,085064277;0,051881466;0,051530886;;;;;;;;;;;;
0,255687088;0,158963546;0,178527832;0,084234387;0,05164507;0,051519811;;;;;;;;;;;;
0,25537771;0,158061534;0,177591354;0,083995387;0,050926507;0,050802007;;;;;;;;;;;;
0,253331214;0,156625763;0,176614583;0,08308892;0,050756704;0,050869256;;;;;;;;;;;;
0,252175719;0,156121284;0,175218582;0,082750693;0,050496873;0,050574549;;;;;;;;;;;;
0,250265956;0,154533953;0,173868895;0,080806538;0,050463986;0,050316017;;;;;;;;;;;;
0,249038205;0,154044583;0,173450261;0,081328422;0,050079457;0,049755499;;;;;;;;;;;;
0,247941837;0,153295323;0,171801016;0,080019467;0,049295124;0,049358893;;;;;;;;;;;;
0,246518731;0,152573422;0,171557412;0,079804614;0,049658932;0,049578436;;;;;;;;;;;;
0,245187417;0,151552141;0,170448855;0,079060808;0,049388245;0,049206402;;;;;;;;;;;;
0,243854925;0,151100576;0,170205399;0,078585252;0,048418719;0,048493534;;;;;;;;;;;;
0,242263272;0,150576219;0,168888852;0,078073405;0,048552148;0,048883699;;;;;;;;;;;;
0,240549207;0,148984775;0,167516291;0,076620422;0,048319761;0,04790929;;;;;;;;;;;;
0,239931956;0,147899404;0,16676718;0,076357961;0,047825992;0,047504779;;;;;;;;;;;;
0,237958416;0,14735046;0,165782213;0,076085962;0,047118414;0,047132466;;;;;;;;;;;;
0,237465292;0,146095887;0,164899766;0,0757121;0,046619266;0,046982512;;;;;;;;;;;;
0,234940738;0,145397455;0,163600087;0,074084796;0,046772815;0,046401504;;;;;;;;;;;;
0,23331593;0,144227982;0,162380248;0,074256085;0,046590794;0,046526592;;;;;;;;;;;;
0,231710017;0,143232748;0,161506668;0,073406994;0,045895036;0,045817416;;;;;;;;;;;;
0,230065823;0,142242014;0,15989396;0,071984671;0,046064358;0,045931492;;;;;;;;;;;;
0,229011133;0,14111653;0,158829376;0,071399979;0,045956753;0,045397319;;;;;;;;;;;;
0,225398883;0,139245182;0,15706256;0,070135318;0,045066837;0,044810303;;;;;;;;;;;;
0,224259481;0,138218552;0,156318575;0,070196807;0,044927068;0,044896927;;;;;;;;;;;;
0,222980991;0,137248054;0,154835701;0,068818733;0,044796471;0,043945901;;;;;;;;;;;;
0,221646443;0,136415869;0,154494524;0,068198852;0,043991189;0,043617468;;;;;;;;;;;;
0,220295638;0,136276111;0,153985605;0,067803539;0,043050002;0,043306932;;;;;;;;;;;;
0,21820876;0,135001645;0,15200448;0,066420652;0,043028794;0,042882651;;;;;;;;;;;;
0,216871709;0,133361384;0,15042232;0,065989979;0,0424603;0,042302161;;;;;;;;;;;;
0,215251237;0,132650018;0,149389193;0,064877234;0,042156804;0,042130448;;;;;;;;;;;;
0,21288228;0,130886078;0,148174658;0,064355344;0,041735299;0,041480526;;;;;;;;;;;;
0,210472867;0,129723981;0,146526665;0,062692985;0,041904349;0,041493997;;;;;;;;;;;;
0,208985031;0,128887504;0,145018935;0,062596582;0,04135241;0,041195985;;;;;;;;;;;;
0,207784653;0,127998054;0,144645363;0,062032059;0,040409818;0,040472411;;;;;;;;;;;;
0,205782563;0,126996428;0,142875776;0,0605435;0,040335417;0,040310677;;;;;;;;;;;;
0,203416914;0,125326201;0,142339751;0,060255121;0,040147558;0,0393348;;;;;;;;;;;;
0,201981366;0,124537826;0,140671492;0,058945745;0,039329529;0,039260555;;;;;;;;;;;;
0,199868769;0,123137154;0,139251784;0,057396684;0,039738718;0,039415237;;;;;;;;;;;;
0,198454067;0,121994048;0,137968913;0,057228614;0,03871024;0,038416736;;;;;;;;;;;;
0,19635579;0,121055037;0,136805266;0,056724586;0,03837163;0,038050663;;;;;;;;;;;;
0,19482331;0,120457843;0,135813579;0,055859983;0,038237363;0,038099095;;;;;;;;;;;;
0,192813426;0,118285492;0,134238228;0,054429688;0,037018277;0,036588941;;;;;;;;;;;;
0,191167474;0,117303722;0,132705852;0,054048728;0,037717026;0,037773021;;;;;;;;;;;;
0,189500958;0,116853923;0,132186651;0,053526092;0,037057459;0,036651772;;;;;;;;;;;;
0,188194752;0,11571049;0,130531028;0,052360594;0,036743939;0,036245003;;;;;;;;;;;;
0,18650195;0,114845946;0,129608214;0,05178288;0,036620285;0,036152996;;;;;;;;;;;;
0,184657633;0,113964446;0,128301755;0,051051158;0,035908084;0,035541281;;;;;;;;;;;;
0,182923824;0,113045499;0,127617791;0,050048813;0,035810415;0,035509761;;;;;;;;;;;;
0,181642532;0,111905307;0,126481623;0,049789231;0,035303451;0,035121176;;;;;;;;;;;;
0,179798842;0,111135885;0,125279799;0,049569614;0,035110231;0,034933817;;;;;;;;;;;;
0,179003999;0,110023297;0,124646671;0,048346814;0,034920912;0,034482155;;;;;;;;;;;;
0,177138284;0,10978891;0,123494119;0,047802266;0,03456806;0,034199364;;;;;;;;;;;;
0,176363826;0,108890265;0,12275824;0,04722726;0,034209277;0,033577692;;;;;;;;;;;;
0,174777672;0,107565343;0,121414878;0,046866059;0,034004033;0,033732962;;;;;;;;;;;;
0,174410999;0,107580863;0,12061771;0,046308216;0,034369145;0,033531774;;;;;;;;;;;;
0,172843844;0,106991604;0,120059207;0,045651384;0,033798546;0,033566337;;;;;;;;;;;;
0,171379149;0,106063224;0,119149186;0,044858865;0,033068046;0,032792844;;;;;;;;;;;;
0,170950934;0,105757751;0,118553177;0,045007918;0,033187144;0,033115815;;;;;;;;;;;;
0,169990704;0,104877904;0,117990427;0,04419012;0,032700647;0,032655712;;;;;;;;;;;;
0,168510929;0,104881302;0,117663384;0,044247326;0,032544237;0,032559276;;;;;;;;;;;;
0,168040931;0,103993461;0,11677926;0,043508153;0,032481018;0,032381024;;;;;;;;;;;;
0,167909533;0,103878662;0,116797186;0,043483287;0,031934012;0,032126714;;;;;;;;;;;;
0,166526377;0,103817932;0,116025075;0,042752124;0,032368138;0,031434916;;;;;;;;;;;;
0,166282937;0,103612803;0,115821295;0,042660072;0,032072503;0,032044161;;;;;;;;;;;;
0,16523926;0,102613308;0,114947394;0,042221759;0,032458704;0,032348838;;;;;;;;;;;;
0,165244937;0,103002615;0,115348049;0,042119153;0,031798739;0,032199137;;;;;;;;;;;;
0,165046081;0,102841459;0,114638135;0,041840553;0,032082397;0,031517826;;;;;;;;;;;;
0,164094567;0,102285549;0,114157826;0,041740343;0,031651538;0,031577814;;;;;;;;;;;;
0,164083019;0,10244371;0,114366725;0,041369781;0,031576421;0,03138566;;;;;;;;;;;;
0,163342223;0,102140084;0,114240527;0,04079219;0,03138455;0,031410623;;;;;;;;;;;;
